index,modelId,layer,description,explanationModelName,typeName,bio_related
463,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""cab""",,oai_token-act-pair,
464,gemma-2-9b,1-gemmascope-res-16k,"references to the term ""West"" in various contexts",,oai_token-act-pair,
465,gemma-2-9b,1-gemmascope-res-16k,references to income or income-related terms,,oai_token-act-pair,
466,gemma-2-9b,1-gemmascope-res-16k,references to yardage in sports contexts,,oai_token-act-pair,
467,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""tight"" and its variations in various contexts",,oai_token-act-pair,
468,gemma-2-9b,1-gemmascope-res-16k, terms related to activity levels in various contexts,,oai_token-act-pair,
469,gemma-2-9b,1-gemmascope-res-16k," phrases related to the concept of ""upper"" and ""lower"" in various contexts",,oai_token-act-pair,
470,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""und"" in various contexts",,oai_token-act-pair,
471,gemma-2-9b,1-gemmascope-res-16k, hexadecimal codes or other alphanumeric sequences,,oai_token-act-pair,
472,gemma-2-9b,1-gemmascope-res-16k,terminology related to medical procedures and conditions,,oai_token-act-pair,
473,gemma-2-9b,1-gemmascope-res-16k,expressions of excitement and enthusiasm,,oai_token-act-pair,
474,gemma-2-9b,1-gemmascope-res-16k,references to bishops and variations of the term 'bishop' in ecclesiastical contexts,,oai_token-act-pair,
475,gemma-2-9b,1-gemmascope-res-16k,words related to fascination and interest in various subjects,,oai_token-act-pair,
476,gemma-2-9b,1-gemmascope-res-16k, mathematical structures and formatting elements,,oai_token-act-pair,
477,gemma-2-9b,1-gemmascope-res-16k,closing parentheses and their associated mathematical expressions,,oai_token-act-pair,
478,gemma-2-9b,1-gemmascope-res-16k,"dates, specifically focused on legal contexts and issues related to illegal activities",,oai_token-act-pair,
479,gemma-2-9b,1-gemmascope-res-16k," occurrences of the term ""alpha"" and various forms of the word ""split""",,oai_token-act-pair,
480,gemma-2-9b,1-gemmascope-res-16k,"references to individuals with the suffix ""Jr"" or ""Sr.""",,oai_token-act-pair,
481,gemma-2-9b,1-gemmascope-res-16k," instances or references to a specific character or entity named ""Dom.""",,oai_token-act-pair,
482,gemma-2-9b,1-gemmascope-res-16k, terms related to convenience and comfort,,oai_token-act-pair,
483,gemma-2-9b,1-gemmascope-res-16k,terms related to reproduction and breeding processes,,oai_token-act-pair,
484,gemma-2-9b,1-gemmascope-res-16k, noun forms related to potentiality or assessment,,oai_token-act-pair,
485,gemma-2-9b,1-gemmascope-res-16k, topics related to controversial issues or events,,oai_token-act-pair,
486,gemma-2-9b,1-gemmascope-res-16k,terms related to historical context and significance,,oai_token-act-pair,
487,gemma-2-9b,1-gemmascope-res-16k," programming code elements, specifically function definitions and calls",,oai_token-act-pair,
488,gemma-2-9b,1-gemmascope-res-16k, structured data or tabular information,,oai_token-act-pair,
489,gemma-2-9b,1-gemmascope-res-16k,terms related to various types of calculations and computations,,oai_token-act-pair,
490,gemma-2-9b,1-gemmascope-res-16k," references to the term ""principal"" in various contexts",,oai_token-act-pair,
491,gemma-2-9b,1-gemmascope-res-16k,terms related to sickness and health issues,,oai_token-act-pair,
492,gemma-2-9b,1-gemmascope-res-16k,intensifiers that indicate varying degrees of quality or performance,,oai_token-act-pair,
493,gemma-2-9b,1-gemmascope-res-16k, mentions of specific times throughout a document,,oai_token-act-pair,
494,gemma-2-9b,1-gemmascope-res-16k,"the name ""Vic"" and its variations, as well as references to related individuals",,oai_token-act-pair,
495,gemma-2-9b,1-gemmascope-res-16k,references to specific protein or gene markers and their implications in biological contexts,,oai_token-act-pair,
496,gemma-2-9b,1-gemmascope-res-16k, terminology related to appointments and scheduling,,oai_token-act-pair,
497,gemma-2-9b,1-gemmascope-res-16k, Sections or references in legal documents,,oai_token-act-pair,
498,gemma-2-9b,1-gemmascope-res-16k,references to clubs and nightlife,,oai_token-act-pair,
499,gemma-2-9b,1-gemmascope-res-16k,"references to ""Queen"" and its associated context within a document",,oai_token-act-pair,
500,gemma-2-9b,1-gemmascope-res-16k, programming structures and elements related to lists and tuples in code,,oai_token-act-pair,
501,gemma-2-9b,1-gemmascope-res-16k,terms related to tracking or measurement in various contexts,,oai_token-act-pair,
502,gemma-2-9b,1-gemmascope-res-16k,emotional concepts and expressions related to human experience,,oai_token-act-pair,
503,gemma-2-9b,1-gemmascope-res-16k,references to linear relationships and modeling,,oai_token-act-pair,
504,gemma-2-9b,1-gemmascope-res-16k, terms related to legal concepts and roles,,oai_token-act-pair,
505,gemma-2-9b,1-gemmascope-res-16k,terms related to efficiency and effectiveness,,oai_token-act-pair,
506,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""conversation"" in various contexts",,oai_token-act-pair,
507,gemma-2-9b,1-gemmascope-res-16k,references to religious authority and biblical teachings,,oai_token-act-pair,
508,gemma-2-9b,1-gemmascope-res-16k, references to containers in various contexts,,oai_token-act-pair,
509,gemma-2-9b,1-gemmascope-res-16k, concepts related to transformations and changes across various contexts,,oai_token-act-pair,
510,gemma-2-9b,1-gemmascope-res-16k, terms related to the angiotensin hormone and its variations,,oai_token-act-pair,
511,gemma-2-9b,1-gemmascope-res-16k,elements related to HTML and CSS properties and styles,,oai_token-act-pair,
512,gemma-2-9b,1-gemmascope-res-16k,references to CEOs and their roles or mentions in various contexts,,oai_token-act-pair,
513,gemma-2-9b,1-gemmascope-res-16k," mentions of the term ""caspase"" and its variations related to biochemical processes",,oai_token-act-pair,
514,gemma-2-9b,1-gemmascope-res-16k,statistics and data analysis terminology,,oai_token-act-pair,
515,gemma-2-9b,1-gemmascope-res-16k, references to fields in a data structure,,oai_token-act-pair,
516,gemma-2-9b,1-gemmascope-res-16k,references to signatures in various contexts,,oai_token-act-pair,
517,gemma-2-9b,1-gemmascope-res-16k,"references to individuals with royal titles, particularly ""Prince.""",,oai_token-act-pair,
518,gemma-2-9b,1-gemmascope-res-16k, percentages and their significance in various contexts,,oai_token-act-pair,
519,gemma-2-9b,1-gemmascope-res-16k, expressions of joy and laughter,,oai_token-act-pair,
520,gemma-2-9b,1-gemmascope-res-16k,references to the structure and functions of tree stems in ecological contexts,,oai_token-act-pair,
521,gemma-2-9b,1-gemmascope-res-16k, terms and concepts related to orientation,,oai_token-act-pair,
522,gemma-2-9b,1-gemmascope-res-16k,references to theater and theatrical concepts,,oai_token-act-pair,
523,gemma-2-9b,1-gemmascope-res-16k,"different instances of the word ""fit"" in various contexts related to statistical or mathematical accuracy",,oai_token-act-pair,
524,gemma-2-9b,1-gemmascope-res-16k,references to accounts or mentions of 'od' (which may refer to a specific account or data point),,oai_token-act-pair,
525,gemma-2-9b,1-gemmascope-res-16k," references to ""stand"" or ""standards"" in various contexts",,oai_token-act-pair,
526,gemma-2-9b,1-gemmascope-res-16k,references to specific patterns and designs in various contexts,,oai_token-act-pair,
527,gemma-2-9b,1-gemmascope-res-16k, references to programming-related functions and technology,,oai_token-act-pair,
528,gemma-2-9b,1-gemmascope-res-16k, terms related to boundaries and multipart processing in data structures,,oai_token-act-pair,
529,gemma-2-9b,1-gemmascope-res-16k,references to testing kits and their various attributes or specifications,,oai_token-act-pair,
530,gemma-2-9b,1-gemmascope-res-16k,expressions of apology and survey-related terms,,oai_token-act-pair,
531,gemma-2-9b,1-gemmascope-res-16k,references to sinks or drainage systems,,oai_token-act-pair,
532,gemma-2-9b,1-gemmascope-res-16k,terms related to exploitation and genetic factors,,oai_token-act-pair,
533,gemma-2-9b,1-gemmascope-res-16k,parentheses and function calls in programming syntax,,oai_token-act-pair,
534,gemma-2-9b,1-gemmascope-res-16k,sections indicating important concepts or elements in a scientific context,,oai_token-act-pair,
535,gemma-2-9b,1-gemmascope-res-16k,words and phrases that convey softness or gentleness,,oai_token-act-pair,
536,gemma-2-9b,1-gemmascope-res-16k,SQL query syntax and structure in programming,,oai_token-act-pair,
537,gemma-2-9b,1-gemmascope-res-16k,references to disk drives and their associated components,,oai_token-act-pair,
538,gemma-2-9b,1-gemmascope-res-16k,references to specific individuals named Jim and object-oriented programming terms,,oai_token-act-pair,
539,gemma-2-9b,1-gemmascope-res-16k, terms related to the processes of boiling and humidity in scientific contexts,,oai_token-act-pair,
540,gemma-2-9b,1-gemmascope-res-16k,references to statistical or mathematical models,,oai_token-act-pair,
541,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""tendency"" and related terms indicating trends or frequencies in data",,oai_token-act-pair,
542,gemma-2-9b,1-gemmascope-res-16k,references to names and terms related to brands or products,,oai_token-act-pair,
543,gemma-2-9b,1-gemmascope-res-16k, key legal terminologies and concepts related to case analysis,,oai_token-act-pair,
544,gemma-2-9b,1-gemmascope-res-16k," words related to ""tar"" and its various contexts",,oai_token-act-pair,
545,gemma-2-9b,1-gemmascope-res-16k,terms related to native technological features and compatibility,,oai_token-act-pair,
546,gemma-2-9b,1-gemmascope-res-16k,references to a 'bowl' and its related context in cooking and food preparation,,oai_token-act-pair,
547,gemma-2-9b,1-gemmascope-res-16k,terms related to legal procedures and documentation,,oai_token-act-pair,
548,gemma-2-9b,1-gemmascope-res-16k, HTML formatting elements like bold and italic tags,,oai_token-act-pair,
549,gemma-2-9b,1-gemmascope-res-16k, references to attacks and aggressive actions,,oai_token-act-pair,
550,gemma-2-9b,1-gemmascope-res-16k,mentions of restaurants,,oai_token-act-pair,
551,gemma-2-9b,1-gemmascope-res-16k,references to jobs and transformations,,oai_token-act-pair,
552,gemma-2-9b,1-gemmascope-res-16k,the occurrences of the word 'standard' and its variations in the text,,oai_token-act-pair,
553,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""Rose"" and phrases related to compliance in various contexts",,oai_token-act-pair,
554,gemma-2-9b,1-gemmascope-res-16k,terms related to goals and contributions,,oai_token-act-pair,
555,gemma-2-9b,1-gemmascope-res-16k,"mentions of the word ""menu"" in various contexts",,oai_token-act-pair,
556,gemma-2-9b,1-gemmascope-res-16k," mentions of the word ""delicious"" and related branding or product identifiers",,oai_token-act-pair,
557,gemma-2-9b,1-gemmascope-res-16k,references to melting processes and food-related ingredients,,oai_token-act-pair,
558,gemma-2-9b,1-gemmascope-res-16k,terms related to transportation and logistics,,oai_token-act-pair,
559,gemma-2-9b,1-gemmascope-res-16k,references to environmental factors and their impact,,oai_token-act-pair,
560,gemma-2-9b,1-gemmascope-res-16k, frequent references to 'lines' or 'continuation' in various contexts,,oai_token-act-pair,
561,gemma-2-9b,1-gemmascope-res-16k,references to header structures in a programming context,,oai_token-act-pair,
562,gemma-2-9b,1-gemmascope-res-16k,scientific or legal terminology related to toxic substances and their implications,,oai_token-act-pair,
563,gemma-2-9b,1-gemmascope-res-16k,references to Wales and native or indigenous identities,,oai_token-act-pair,
564,gemma-2-9b,1-gemmascope-res-16k,connecting phrases that suggest addition or further information in a text,,oai_token-act-pair,
565,gemma-2-9b,1-gemmascope-res-16k, instances of claims or allegations in legal contexts,,oai_token-act-pair,
566,gemma-2-9b,1-gemmascope-res-16k,"terms related to the legal case ""Batson"" and its implications in legal contexts",,oai_token-act-pair,
567,gemma-2-9b,1-gemmascope-res-16k,negations and words that indicate absence or doubt,,oai_token-act-pair,
568,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""direct"" and its variations in context",,oai_token-act-pair,
569,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""brought"" or similar forms indicating the act of bringing or delivering something",,oai_token-act-pair,
570,gemma-2-9b,1-gemmascope-res-16k, references to television,,oai_token-act-pair,
571,gemma-2-9b,1-gemmascope-res-16k,"references to historical time frames, specifically centuries and eras",,oai_token-act-pair,
572,gemma-2-9b,1-gemmascope-res-16k,"references to educational institutions, specifically colleges",,oai_token-act-pair,
573,gemma-2-9b,1-gemmascope-res-16k," occurrences of the term ""Open"" and its associated context, particularly in technical or software-related discussions",,oai_token-act-pair,
574,gemma-2-9b,1-gemmascope-res-16k,"the word ""ultimate"" in various contexts",,oai_token-act-pair,
575,gemma-2-9b,1-gemmascope-res-16k, equality and comparison operators in code,,oai_token-act-pair,
576,gemma-2-9b,1-gemmascope-res-16k,expressions of hope and optimism,,oai_token-act-pair,
577,gemma-2-9b,1-gemmascope-res-16k," references to ""declaration"" or ""decrees""",,oai_token-act-pair,
578,gemma-2-9b,1-gemmascope-res-16k,terms related to professions and race-related discussions,,oai_token-act-pair,
579,gemma-2-9b,1-gemmascope-res-16k,terms and phrases related to the concept of creation and its various forms,,oai_token-act-pair,
580,gemma-2-9b,1-gemmascope-res-16k, references to conferences and related discussions,,oai_token-act-pair,
581,gemma-2-9b,1-gemmascope-res-16k,"references to the concept of ""Arts""",,oai_token-act-pair,
582,gemma-2-9b,1-gemmascope-res-16k,terms and concepts related to encryption and cryptography,,oai_token-act-pair,
583,gemma-2-9b,1-gemmascope-res-16k, conditional statements and error handling in programming context,,oai_token-act-pair,
584,gemma-2-9b,1-gemmascope-res-16k,concepts related to significance and purpose,,oai_token-act-pair,
585,gemma-2-9b,1-gemmascope-res-16k, mathematical expressions and inequalities,,oai_token-act-pair,
586,gemma-2-9b,1-gemmascope-res-16k,references to French culture or nationality,,oai_token-act-pair,
587,gemma-2-9b,1-gemmascope-res-16k,references to soccer and its associated terminology,,oai_token-act-pair,
588,gemma-2-9b,1-gemmascope-res-16k,references to audio or voice recordings,,oai_token-act-pair,
589,gemma-2-9b,1-gemmascope-res-16k,references to humans and humanity,,oai_token-act-pair,
590,gemma-2-9b,1-gemmascope-res-16k,"terms related to virtual concepts, particularly in a technology context",,oai_token-act-pair,
591,gemma-2-9b,1-gemmascope-res-16k, references to different types of curves and their characteristics,,oai_token-act-pair,
592,gemma-2-9b,1-gemmascope-res-16k,references to financial institutions and banking terminology,,oai_token-act-pair,
593,gemma-2-9b,1-gemmascope-res-16k,Mathematical symbols and expressions related to matrices and linear algebra,,oai_token-act-pair,
594,gemma-2-9b,1-gemmascope-res-16k,terms related to geometric concepts and relationships,,oai_token-act-pair,
595,gemma-2-9b,1-gemmascope-res-16k,references to ambassadors and related concepts,,oai_token-act-pair,
596,gemma-2-9b,1-gemmascope-res-16k, mentions of various types of ships and naval terminology,,oai_token-act-pair,
597,gemma-2-9b,1-gemmascope-res-16k," concepts related to environmental pollution and contaminants, particularly in a programming or technical context",,oai_token-act-pair,
598,gemma-2-9b,1-gemmascope-res-16k,technical specifications and metrics related to vehicles,,oai_token-act-pair,
599,gemma-2-9b,1-gemmascope-res-16k,references to national organizations or institutions,,oai_token-act-pair,
600,gemma-2-9b,1-gemmascope-res-16k, occurrences of the placeholder variable used in programming,,oai_token-act-pair,
601,gemma-2-9b,1-gemmascope-res-16k,terms related to primers and their applications in genetic research,,oai_token-act-pair,
602,gemma-2-9b,1-gemmascope-res-16k,references to the drug liraglutide,,oai_token-act-pair,
603,gemma-2-9b,1-gemmascope-res-16k, references to tracking and the concept of temples,,oai_token-act-pair,
604,gemma-2-9b,1-gemmascope-res-16k,references to sequences and mentions of information,,oai_token-act-pair,
605,gemma-2-9b,1-gemmascope-res-16k,references to weather modification technologies and their applications,,oai_token-act-pair,
606,gemma-2-9b,1-gemmascope-res-16k, references to beds or sleeping arrangements,,oai_token-act-pair,
607,gemma-2-9b,1-gemmascope-res-16k,terms related to health and well-being,,oai_token-act-pair,
608,gemma-2-9b,1-gemmascope-res-16k,references to destinations in various contexts,,oai_token-act-pair,
609,gemma-2-9b,1-gemmascope-res-16k,images related to individuals or personal representation,,oai_token-act-pair,
610,gemma-2-9b,1-gemmascope-res-16k, sections related to software licenses and legal disclaimers,,oai_token-act-pair,
611,gemma-2-9b,1-gemmascope-res-16k,references to minimalism or minimal values,,oai_token-act-pair,
612,gemma-2-9b,1-gemmascope-res-16k,"references to ""Beach"" and terms associated with ""pain.""",,oai_token-act-pair,
613,gemma-2-9b,1-gemmascope-res-16k,references to the brain and related medical conditions,,oai_token-act-pair,
614,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""dig"" and its variations",,oai_token-act-pair,
615,gemma-2-9b,1-gemmascope-res-16k,terms related to gauge theory and its properties,,oai_token-act-pair,
616,gemma-2-9b,1-gemmascope-res-16k,terms related to the assessment of reasonableness or justifiability,,oai_token-act-pair,
617,gemma-2-9b,1-gemmascope-res-16k, references to tape and its various types or uses,,oai_token-act-pair,
618,gemma-2-9b,1-gemmascope-res-16k,terms related to accessibility or the concept of reaching out to others,,oai_token-act-pair,
619,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""name"" and related identifiers in code snippets",,oai_token-act-pair,
620,gemma-2-9b,1-gemmascope-res-16k,"references to academic degrees, particularly bachelor's degrees",,oai_token-act-pair,
621,gemma-2-9b,1-gemmascope-res-16k,"terms related to medical and functional status, particularly involving reserves",,oai_token-act-pair,
622,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""surrogate""",,oai_token-act-pair,
623,gemma-2-9b,1-gemmascope-res-16k,references to headers in programming or data formats,,oai_token-act-pair,
624,gemma-2-9b,1-gemmascope-res-16k,references to CSS and related file operations,,oai_token-act-pair,
625,gemma-2-9b,1-gemmascope-res-16k,phrases that include the word 'with' indicating relationships or associations,,oai_token-act-pair,
626,gemma-2-9b,1-gemmascope-res-16k,mentions of Norway and related geographical references,,oai_token-act-pair,
627,gemma-2-9b,1-gemmascope-res-16k, references to mothers and mother figures,,oai_token-act-pair,
628,gemma-2-9b,1-gemmascope-res-16k, names and terms related to health and personal identification,,oai_token-act-pair,
629,gemma-2-9b,1-gemmascope-res-16k, mentions of curves and data input/output functions in programming contexts,,oai_token-act-pair,
630,gemma-2-9b,1-gemmascope-res-16k, references to organized efforts or programs that promote specific goals or changes,,oai_token-act-pair,
631,gemma-2-9b,1-gemmascope-res-16k,references to different dimensions or dimensionality in the text,,oai_token-act-pair,
632,gemma-2-9b,1-gemmascope-res-16k,references to grid structures or grid-like configurations in various contexts,,oai_token-act-pair,
633,gemma-2-9b,1-gemmascope-res-16k, references to home improvement and renewable energy technologies,,oai_token-act-pair,
634,gemma-2-9b,1-gemmascope-res-16k,terms related to truth and its assessment in various contexts,,oai_token-act-pair,
635,gemma-2-9b,1-gemmascope-res-16k,"terms related to legal and medical conditions, particularly involving the word ""blast.""",,oai_token-act-pair,
636,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""returned"" or similar variations in context",,oai_token-act-pair,
637,gemma-2-9b,1-gemmascope-res-16k,concepts of praise and casualness in various contexts,,oai_token-act-pair,
638,gemma-2-9b,1-gemmascope-res-16k, references to actions or events that are planned or scheduled,,oai_token-act-pair,
639,gemma-2-9b,1-gemmascope-res-16k,various methods and techniques related to scientific or technical processes,,oai_token-act-pair,
640,gemma-2-9b,1-gemmascope-res-16k, terms related to neural network components and performance evaluations,,oai_token-act-pair,
641,gemma-2-9b,1-gemmascope-res-16k,"terms related to physical characteristics, such as shapes and attributes in structures",,oai_token-act-pair,
642,gemma-2-9b,1-gemmascope-res-16k, references to the concept of architecture in various contexts,,oai_token-act-pair,
643,gemma-2-9b,1-gemmascope-res-16k,references and discussions about music,,oai_token-act-pair,
644,gemma-2-9b,1-gemmascope-res-16k," recurring mentions of the term ""given.""",,oai_token-act-pair,
645,gemma-2-9b,1-gemmascope-res-16k,references to tea,,oai_token-act-pair,
646,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""pop"" in various contexts",,oai_token-act-pair,
647,gemma-2-9b,1-gemmascope-res-16k, delimiters or separators typically used in formatted text,,oai_token-act-pair,
648,gemma-2-9b,1-gemmascope-res-16k,references to individuals in authoritative political positions,,oai_token-act-pair,
649,gemma-2-9b,1-gemmascope-res-16k,"references to competitions or events related to the term ""Cup.""",,oai_token-act-pair,
650,gemma-2-9b,1-gemmascope-res-16k,"references to the concept of ""normal"" in various contexts",,oai_token-act-pair,
651,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""bull"" and its variations",,oai_token-act-pair,
652,gemma-2-9b,1-gemmascope-res-16k,references to legs and related anatomical terms,,oai_token-act-pair,
653,gemma-2-9b,1-gemmascope-res-16k, occurrences of input fields and associated attributes in code,,oai_token-act-pair,
654,gemma-2-9b,1-gemmascope-res-16k,references to slavery and its historical context,,oai_token-act-pair,
655,gemma-2-9b,1-gemmascope-res-16k,"mentions of the term ""Cro"" and its variations, indicating a focus on topics related to Croatia or Croatians",,oai_token-act-pair,
656,gemma-2-9b,1-gemmascope-res-16k,terms related to feature selection methods,,oai_token-act-pair,
657,gemma-2-9b,1-gemmascope-res-16k,references to individuals or entities involved in legal cases or trials,,oai_token-act-pair,
658,gemma-2-9b,1-gemmascope-res-16k,"references to the term ""wave,"" particularly in a scientific or mathematical context",,oai_token-act-pair,
659,gemma-2-9b,1-gemmascope-res-16k,references to interleukin and related cytokines,,oai_token-act-pair,
660,gemma-2-9b,1-gemmascope-res-16k," references to the name ""Ram"" or ""Ramírez.""",,oai_token-act-pair,
661,gemma-2-9b,1-gemmascope-res-16k,references to the concept of a weekend and its associated events or activities,,oai_token-act-pair,
662,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""terms"" in various contexts",,oai_token-act-pair,
663,gemma-2-9b,1-gemmascope-res-16k,terms related to excavation or searching,,oai_token-act-pair,
664,gemma-2-9b,1-gemmascope-res-16k, references to text files or file types associated with text data,,oai_token-act-pair,
665,gemma-2-9b,1-gemmascope-res-16k,"repeated mentions of ""Western"" or references related to the Western region or context",,oai_token-act-pair,
666,gemma-2-9b,1-gemmascope-res-16k, references to links and dates in text related to programming and data structures,,oai_token-act-pair,
667,gemma-2-9b,1-gemmascope-res-16k,phrases related to evidence or confirmation of claims,,oai_token-act-pair,
668,gemma-2-9b,1-gemmascope-res-16k,references to airlines and related terminology,,oai_token-act-pair,
669,gemma-2-9b,1-gemmascope-res-16k, references to emotional expressions,,oai_token-act-pair,
670,gemma-2-9b,1-gemmascope-res-16k, phrases related to performance and evaluation metrics,,oai_token-act-pair,
671,gemma-2-9b,1-gemmascope-res-16k," mentions of the word ""grass.""",,oai_token-act-pair,
672,gemma-2-9b,1-gemmascope-res-16k, references to clients and client-related terms,,oai_token-act-pair,
673,gemma-2-9b,1-gemmascope-res-16k,terms related to orders and chronic conditions,,oai_token-act-pair,
674,gemma-2-9b,1-gemmascope-res-16k,"references to the term ""bro"" or related variations indicating familial or close relationships",,oai_token-act-pair,
675,gemma-2-9b,1-gemmascope-res-16k,references to race and related concepts,,oai_token-act-pair,
676,gemma-2-9b,1-gemmascope-res-16k,references to legends or iconic narratives,,oai_token-act-pair,
677,gemma-2-9b,1-gemmascope-res-16k,terms related to pipelines and birds,,oai_token-act-pair,
678,gemma-2-9b,1-gemmascope-res-16k," references to user input and variables in coding contexts, particularly in relation to quantum physics or mathematical functions",,oai_token-act-pair,
679,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""shed"" in various contexts",,oai_token-act-pair,
680,gemma-2-9b,1-gemmascope-res-16k,"references to religious or spiritual concepts, particularly those related to worship",,oai_token-act-pair,
681,gemma-2-9b,1-gemmascope-res-16k, terms related to electrical properties and circuits in engineering contexts,,oai_token-act-pair,
682,gemma-2-9b,1-gemmascope-res-16k,references to copying and pasting actions,,oai_token-act-pair,
683,gemma-2-9b,1-gemmascope-res-16k,words related to inspiration and the act of motivating others,,oai_token-act-pair,
684,gemma-2-9b,1-gemmascope-res-16k,references to ArrayList data structures and their methods,,oai_token-act-pair,
685,gemma-2-9b,1-gemmascope-res-16k,specific terms related to clinical trials and research methodologies,,oai_token-act-pair,
686,gemma-2-9b,1-gemmascope-res-16k,"mentions of the term ""intelligence"" in various contexts",,oai_token-act-pair,
687,gemma-2-9b,1-gemmascope-res-16k,references to pipes and tubing,,oai_token-act-pair,
688,gemma-2-9b,1-gemmascope-res-16k,quoted strings in code,,oai_token-act-pair,
689,gemma-2-9b,1-gemmascope-res-16k, expressions and concepts related to observation or surveillance,,oai_token-act-pair,
690,gemma-2-9b,1-gemmascope-res-16k,expressions of longing or desire,,oai_token-act-pair,
691,gemma-2-9b,1-gemmascope-res-16k," references to atoms, particularly in the context of quantum mechanics and related phenomena",,oai_token-act-pair,
692,gemma-2-9b,1-gemmascope-res-16k,terms related to the concept of discovery,,oai_token-act-pair,
693,gemma-2-9b,1-gemmascope-res-16k," occurrences of the term ""transform"" and its variations, as well as references to Christian identity",,oai_token-act-pair,
694,gemma-2-9b,1-gemmascope-res-16k,"chemical compounds or derivatives that contain the root ""oli"" related to biological contexts",,oai_token-act-pair,
695,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""start"" and related constructs in a programming context",,oai_token-act-pair,
696,gemma-2-9b,1-gemmascope-res-16k,medical and psychological conditions or disorders,,oai_token-act-pair,
697,gemma-2-9b,1-gemmascope-res-16k,references to 'plates' in various contexts,,oai_token-act-pair,
698,gemma-2-9b,1-gemmascope-res-16k, occurrences of the variable or structure identifier 'sb' in code,,oai_token-act-pair,
699,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""pick"" in various contexts",,oai_token-act-pair,
700,gemma-2-9b,1-gemmascope-res-16k,technical code elements or programming constructs in the text,,oai_token-act-pair,
701,gemma-2-9b,1-gemmascope-res-16k,references to bridges,,oai_token-act-pair,
702,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""something"" and its variations, possibly indicating a focus on uncertainty or undefined concepts",,oai_token-act-pair,
703,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""se"" and its variations in different contexts",,oai_token-act-pair,
704,gemma-2-9b,1-gemmascope-res-16k,terms related to superficial layers and their effects,,oai_token-act-pair,
705,gemma-2-9b,1-gemmascope-res-16k,"various forms of comments, especially those indicating partiality or presence",,oai_token-act-pair,
706,gemma-2-9b,1-gemmascope-res-16k,words and terms related to measurement or scientific documentation,,oai_token-act-pair,
707,gemma-2-9b,1-gemmascope-res-16k,bracketed elements and references in the text,,oai_token-act-pair,
708,gemma-2-9b,1-gemmascope-res-16k,references to properties and settings associated with data structures or classes in programming,,oai_token-act-pair,
709,gemma-2-9b,1-gemmascope-res-16k,references to organizations or societies,,oai_token-act-pair,
710,gemma-2-9b,1-gemmascope-res-16k,"the word ""lo"" in various forms, indicating a focus on expressions of sound or excitement",,oai_token-act-pair,
711,gemma-2-9b,1-gemmascope-res-16k, phrases indicating precision or specificity,,oai_token-act-pair,
712,gemma-2-9b,1-gemmascope-res-16k,terms related to bodily fluids and their properties,,oai_token-act-pair,
713,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""can't"" and variations of ""names.""",,oai_token-act-pair,
714,gemma-2-9b,1-gemmascope-res-16k,references to mapping processes or techniques,,oai_token-act-pair,
715,gemma-2-9b,1-gemmascope-res-16k,references to the Southern region or related concepts in various contexts,,oai_token-act-pair,
716,gemma-2-9b,1-gemmascope-res-16k,references to specific locations or notable places,,oai_token-act-pair,
717,gemma-2-9b,1-gemmascope-res-16k,terms related to anatomical structures and medical conditions,,oai_token-act-pair,
718,gemma-2-9b,1-gemmascope-res-16k,"the word ""ome"" in various contexts",,oai_token-act-pair,
719,gemma-2-9b,1-gemmascope-res-16k,"references to the word ""this.""",,oai_token-act-pair,
720,gemma-2-9b,1-gemmascope-res-16k,terms related to road safety and traffic management,,oai_token-act-pair,
721,gemma-2-9b,1-gemmascope-res-16k,references to changes and their impacts in various contexts,,oai_token-act-pair,
722,gemma-2-9b,1-gemmascope-res-16k,words related to wisdom or intelligence,,oai_token-act-pair,
723,gemma-2-9b,1-gemmascope-res-16k,references to actors and actresses in the context of discussions about their roles or contributions,,oai_token-act-pair,
724,gemma-2-9b,1-gemmascope-res-16k,references to batteries and their characteristics,,oai_token-act-pair,
725,gemma-2-9b,1-gemmascope-res-16k,references to rubber compounds or materials,,oai_token-act-pair,
726,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""emerge"" and its variants",,oai_token-act-pair,
727,gemma-2-9b,1-gemmascope-res-16k,references to federal entities and regulations,,oai_token-act-pair,
